AA8;;VCCAUX-1;;VCCAUX
AA9;;CCLK_0;;FPGA_CCLK
AA10;;VCCINT-7;;VCCINT
AA11;;GND-49;;GND
AA12;;VCCINT-32;;VCCINT
AA13;;GND-50;;GND
AA14;;VCCINT-44;;VCCINT
AA15;;GND-51;;GND
AA16;;VCCINT-42;;VCCINT
AA17;;GND-52;;GND
AA18;;VCCBRAM-4;;VCCBRAM
AA19;;GND-53;;GND
AA20;;IO_L9P_T1L_N4_AD12P_47;;VHDCI2_4_P
AA21;;GND-54;;GND
AA22;;IO_L7P_T1L_N0_QBC_AD13P_47;;VHDCI2_6_P
AA23;;IO_L11N_T1U_N9_GC_47;;VHDCI2_32_N
AA24;;IO_L12P_T1U_N10_GC_47;;$6N6696
AA25;;IO_L12N_T1U_N11_GC_47;;$6N6698
AA26;;VCCO_47-3;;P1V8
AA27;;IO_L5P_T0U_N8_AD14P_47;;VHDCI2_8_P
AA28;;IO_T0U_N12_VRP_47;;VRP_68
AA29;;IO_L16P_T2U_N6_QBC_AD3P_48;;VHDCI2_10_P
AA30;;VREF_48;;FMC1_VREF_A_M2C
AA31;;GND-55;;GND
AA32;;IO_L13P_T2L_N0_GC_QBC_48;;VHDCI2_13_P
AA33;;IO_T2U_N12_48;;$6N6713
AA34;;IO_L17P_T2U_N8_AD10P_48;;VHDCI1_9_P
AB1;;MGTHRXN3_225;;RxFD_8_N
AB2;;MGTHRXP3_225;;RxFD_8_P
AB3;;GND-56;;GND
AB4;;GND-57;;GND
AB5;;MGTREFCLK0N_225;;$7N9446
AB6;;MGTREFCLK0P_225;;$7N9445
AB7;;D01_DIN_0;;QSPI0_IO1
AB8;;GND-31;;GND
AB9;;VCCO_0-2;;P3V3
AB10;;GND-58;;GND
AB11;;VCCINT-33;;VCCINT
AB12;;GND-59;;GND
AB13;;VCCINT-34;;VCCINT
AB14;;GND-60;;GND
AB15;;VCCINT-4;;VCCINT
AB16;;GND-61;;GND
AB17;;VCCBRAM-2;;VCCBRAM
AB18;;GND-62;;GND
AB19;;VCCAUX_IO-8;;VCCAUX
AB20;;IO_L9N_T1L_N5_AD12N_47;;VHDCI2_4_N
AB21;;IO_L10P_T1U_N6_QBC_AD4P_47;;VHDCI2_3_P
AB22;;IO_L7N_T1L_N1_QBC_AD13N_47;;VHDCI2_6_N
AB23;;VCCO_47-5;;P1V8
AB24;;IO_L3P_T0L_N4_AD15P_47;;REC_CLOCK_P
AB25;;IO_L6P_T0U_N10_AD6P_47;;VHDCI2_7_P
AB26;;IO_L6N_T0U_N11_AD6N_47;;VHDCI2_7_N
AB27;;IO_L5N_T0U_N9_AD14N_47;;VHDCI2_8_N
AB28;;GND-63;;GND
AB29;;IO_L16N_T2U_N7_QBC_AD3N_48;;VHDCI2_10_N
AB30;;IO_L14P_T2L_N2_GC_48;;VHDCI2_12_P
AB31;;IO_L14N_T2L_N3_GC_48;;VHDCI2_12_N
AB32;;IO_L13N_T2L_N1_GC_QBC_48;;VHDCI2_13_N
AB33;;VCCO_48-5;;P1V8
AB34;;IO_L17N_T2U_N9_AD10N_48;;VHDCI1_9_N
AC1;;GND-64;;GND
AC2;;MGTAVTT_R-15;;MGTAVTT
AC3;;MGTHTXN3_225;;$7N8077
AC4;;MGTHTXP3_225;;$7N8079
AC5;;GND-65;;GND
AC6;;MGTAVCC_R-9;;MGTAVCC
AC7;;D00_MOSI_0;;QSPI0_IO0
AC8;;VCCAUX-2;;VCCAUX
AC9;;TCK_0;;FPGA_TCK
AC10;;VCCINT-35;;VCCINT
AC11;;GND-67;;GND
AC12;;VCCINT-5;;VCCINT
AC13;;GND-68;;GND
AC14;;VCCINT-36;;VCCINT
AC15;;GND-69;;GND
AC16;;VCCINT-14;;VCCINT
AC17;;GND-70;;GND
AC18;;VCCAUX_IO-9;;VCCAUX
AC19;;GND-71;;GND
AC20;;VCCO_47-6;;P1V8
AC21;;IO_L10N_T1U_N7_QBC_AD4N_47;;VHDCI2_3_N
AC22;;IO_L8P_T1L_N2_AD5P_47;;VHDCI2_5_P
AC23;;IO_L8N_T1L_N3_AD5N_47;;VHDCI2_5_N
AC24;;IO_L3N_T0L_N5_AD15N_47;;REC_CLOCK_N
AC25;;GND-72;;GND
AC26;;IO_L4P_T0U_N6_DBC_AD7P_47;;VHDCI2_9_P
AC27;;IO_L4N_T0U_N7_DBC_AD7N_47;;VHDCI2_9_N
AC28;;IO_L3P_T0L_N4_AD15P_48;;VHDCI2_22_P
AC29;;IO_T0U_N12_VRP_48;;$6N6709
AC30;;VCCO_48-1;;P1V8
AC31;;IO_L12P_T1U_N10_GC_48;;VHDCI2_14_P
AC32;;IO_L12N_T1U_N11_GC_48;;VHDCI2_14_N
AC33;;IO_L18P_T2U_N10_AD2P_48;;VHDCI1_8_P
AC34;;IO_L15P_T2L_N4_AD11P_48;;VHDCI2_11_P
AD1;;MGTHRXN2_225;;RxFD_7_N
AD2;;MGTHRXP2_225;;RxFD_7_P
AD3;;MGTAVTT_R-14;;MGTAVTT
AD4;;GND-73;;GND
AD5;;MGTREFCLK1N_224;;$7N8389
AD6;;MGTREFCLK1P_224;;$7N8388
AD7;;VBATT;;FPGA_VBATT
AD8;;IO_L17N_T2U_N9_AD10N_64;;TxFEC_10_N
AD9;;IO_L17P_T2U_N8_AD10P_64;;TxFEC_10_P
AD10;;IO_L16P_T2U_N6_QBC_AD3P_64;;RxFEC_11_P
AD11;;IO_L10P_T1U_N6_QBC_AD4P_64;;$4N12082
AD12;;GND-74;;GND
AD13;;VREF_64;;$1N17709
AD14;;IO_T3U_N12_45;;$2N14096
AD15;;IO_L24N_T3U_N11_45;;DDR3_64_CKE
AD16;;IO_L24P_T3U_N10_45;;DDR3_64_WE_N
AD17;;VCCO_45-4;;P1V5
AD18;;IO_L19N_T3L_N1_DBC_AD9N_45;;$2N14098
AD19;;IO_L19P_T3L_N0_DBC_AD9P_45;;DDR3_64_A11
AD20;;IO_L3P_T0L_N4_AD15P_44;;DDR3_64_DQ5
AD21;;IO_L1P_T0L_N0_DBC_44;;DDR3_64_DM0
AD22;;GND-75;;GND
AD23;;VREF_44;;DDR3_64_VREF
AD24;;IO_T0U_N12_VRP_44;;VRP_44
AD25;;IO_L2P_T0L_N2_47;;$6N6702
AD26;;IO_L2N_T0L_N3_47;;$6N6704
AD27;;VCCO_48-7;;P1V8
AD28;;IO_L3N_T0L_N5_AD15N_48;;VHDCI2_22_N
AD29;;IO_L5P_T0U_N8_AD14P_48;;VHDCI2_20_P
AD30;;IO_L11P_T1U_N8_GC_48;;VHDCI2_15_P
AD31;;IO_L11N_T1U_N9_GC_48;;VHDCI2_15_N
AD32;;GND-76;;GND
AD33;;IO_L18N_T2U_N11_AD2N_48;;VHDCI1_8_N
AD34;;IO_L15N_T2L_N5_AD11N_48;;VHDCI2_11_N
AE1;;GND-77;;GND
AE2;;GND-78;;GND
AE3;;MGTHTXN2_225;;$7N8073
AE4;;MGTHTXP2_225;;$7N8075
AE5;;GND-79;;GND
AE6;;MGTAVCC_R-10;;MGTAVCC
AE7;;GND-80;;GND
AE8;;IO_L15P_T2L_N4_AD11P_64;;TxFEC_11_P
AE9;;GND-81;;GND
AE10;;IO_L16N_T2U_N7_QBC_AD3N_64;;RxFEC_11_N
AE11;;IO_L10N_T1U_N7_QBC_AD4N_64;;$4N12079
AE12;;IO_L9P_T1L_N4_AD12P_64;;$4N12080
AE13;;IO_L7P_T1L_N0_QBC_AD13P_64;;AUX_UART_TxD
AE14;;VCCO_45-3;;P1V5
AE15;;IO_L22N_T3U_N7_DBC_AD0N_45;;DDR3_64_CK_N
AE16;;IO_L22P_T3U_N6_DBC_AD0P_45;;DDR3_64_CK_P
AE17;;IO_L23P_T3U_N8_45;;DDR3_64_A0
AE18;;IO_L21P_T3L_N4_AD8P_45;;DDR3_64_A2
AE19;;GND-82;;GND
AE20;;IO_L3N_T0L_N5_AD15N_44;;DDR3_64_DQ7
AE21;;IO_L1N_T0L_N1_DBC_44;;$2N14092
AE22;;IO_L5P_T0U_N8_AD14P_44;;DDR3_64_DQ4
AE23;;IO_L5N_T0U_N9_AD14N_44;;DDR3_64_DQ0
AE24;;VCCO_44-6;;P1V5
AE25;;IO_L7P_T1L_N0_QBC_AD13P_44;;DDR3_64_DM1
AE26;;IO_L7N_T1L_N1_QBC_AD13N_44;;HW_ID3
AE27;;IO_L1P_T0L_N0_DBC_48;;VHDCI2_24_P
AE28;;IO_L2P_T0L_N2_48;;VHDCI2_23_P
AE29;;GND-83;;GND
AE30;;IO_L5N_T0U_N9_AD14N_48;;VHDCI2_20_N
AE31;;IO_T1U_N12_48;;$6N6711
AE32;;IO_L9P_T1L_N4_AD12P_48;;VHDCI2_17_P
AE33;;IO_L10P_T1U_N6_QBC_AD4P_48;;VHDCI2_16_P
AE34;;VCCO_48-2;;P1V8
AF1;;MGTHRXN1_225;;RxFD_6_N
AF2;;MGTHRXP1_225;;RxFD_6_P
AF3;;GND-84;;GND
AF4;;GND-85;;GND
AF5;;MGTREFCLK0N_224;;$7N9454
AF6;;MGTREFCLK0P_224;;$7N9453
AF7;;GND-86;;GND
AF8;;IO_L15N_T2L_N5_AD11N_64;;TxFEC_11_N
AF9;;IO_L14P_T2L_N2_GC_64;;RxFEC_12_P
AF10;;IO_L13P_T2L_N0_GC_QBC_64;;TxFEC_12_P
AF11;;VCCO_64-4;;P3V3
AF12;;IO_L9N_T1L_N5_AD12N_64;;$4N12077
AF13;;IO_L7N_T1L_N1_QBC_AD13N_64;;AUX_UART_RxD
AF14;;IO_L20N_T3L_N3_AD1N_45;;DDR3_64_RAS_N
AF15;;IO_L20P_T3L_N2_AD1P_45;;DDR3_64_A10
AF16;;GND-87;;GND
AF17;;IO_L23N_T3U_N9_45;;DDR3_64_BA0
AF18;;IO_L21N_T3L_N5_AD8N_45;;DDR3_64_A8
AF19;;VREF_45;;DDR3_64_VREF
AF20;;IO_L2P_T0L_N2_44;;DDR3_64_DQ3
AF21;;VCCO_44-2;;P1V5
AF22;;IO_L6P_T0U_N10_AD6P_44;;DDR3_64_DQ2
AF23;;IO_L8P_T1L_N2_AD5P_44;;DDR3_64_DQ11
AF24;;IO_L8N_T1L_N3_AD5N_44;;DDR3_64_DQ13
AF25;;IO_T1U_N12_44;;$2N14132
AF26;;GND-88;;GND
AF27;;IO_L1N_T0L_N1_DBC_48;;VHDCI2_24_N
AF28;;IO_L2N_T0L_N3_48;;VHDCI2_23_N
AF29;;IO_L4P_T0U_N6_DBC_AD7P_48;;VHDCI2_21_P
AF30;;IO_L6P_T0U_N10_AD6P_48;;VHDCI2_1_P
AF31;;VCCO_48-6;;P1V8
AF32;;IO_L9N_T1L_N5_AD12N_48;;VHDCI2_17_N
AF33;;IO_L8P_T1L_N2_AD5P_48;;VHDCI2_18_P
AF34;;IO_L10N_T1U_N7_QBC_AD4N_48;;VHDCI2_16_N
AG1;;GND-89;;GND
AG2;;MGTAVTT_R-13;;MGTAVTT
AG3;;MGTHTXN1_225;;$7N8069
AG4;;MGTHTXP1_225;;$7N8071
AG5;;GND-90;;GND
AG6;;MGTAVCC_R-14;;MGTAVCC
AG7;;GND-91;;GND
AG8;;VCCO_64-5;;P3V3
AG9;;IO_L14N_T2L_N3_GC_64;;RxFEC_12_N
AG10;;IO_L13N_T2L_N1_GC_QBC_64;;TxFEC_12_N
AG11;;IO_L12P_T1U_N10_GC_64;;$4N12085
AG12;;IO_L11P_T1U_N8_GC_64;;$4N12084
AG13;;GND-92;;GND
AG14;;IO_L18N_T2U_N11_AD2N_45;;DDR3_64_CAS_N
AG15;;IO_L18P_T2U_N10_AD2P_45;;$2N14100
AG16;;IO_L15N_T2L_N5_AD11N_45;;DDR3_64_A4
AG17;;IO_L15P_T2L_N4_AD11P_45;;DDR3_64_A7
AG18;;VCCO_45-1;;P1V5
AG19;;IO_L17P_T2U_N8_AD10P_45;;DDR3_64_A13
AG20;;IO_L2N_T0L_N3_44;;DDR3_64_DQ1
AG21;;IO_L4P_T0U_N6_DBC_AD7P_44;;DDR3_64_DQS0_P
AG22;;IO_L6N_T0U_N11_AD6N_44;;DDR3_64_DQ6
AG23;;GND-93;;GND
AG24;;IO_L9P_T1L_N4_AD12P_44;;DDR3_64_DQ9
AG25;;IO_L9N_T1L_N5_AD12N_44;;DDR3_64_DQ15
AG26;;IO_T0U_N12_VRP_46;;VRP_46
AG27;;VREF_46;;DDR3_64_VREF
AG28;;VCCO_46-7;;P1V5
AG29;;IO_L4N_T0U_N7_DBC_AD7N_48;;VHDCI2_21_N
AG30;;IO_L6N_T0U_N11_AD6N_48;;VHDCI2_1_N
AG31;;IO_L7P_T1L_N0_QBC_AD13P_48;;VHDCI2_19_P
AG32;;IO_L7N_T1L_N1_QBC_AD13N_48;;VHDCI2_19_N
AG33;;GND-94;;GND
AG34;;IO_L8N_T1L_N3_AD5N_48;;VHDCI2_18_N
AH1;;MGTHRXN0_225;;RxFD_5_N
AH2;;MGTHRXP0_225;;RxFD_5_P
AH3;;MGTAVTT_R-12;;MGTAVTT
AH4;;GND-95;;GND
AH5;;MGTHTXN0_225;;$7N8065
AH6;;MGTHTXP0_225;;$7N8067
AH7;;GND-96;;GND
AH8;;IO_L18N_T2U_N11_AD2N_64;;RxFEC_10_N
AH9;;IO_L18P_T2U_N10_AD2P_64;;RxFEC_10_P
AH10;;GND-97;;GND
AH11;;IO_L12N_T1U_N11_GC_64;;$4N12086
AH12;;IO_L11N_T1U_N9_GC_64;;$4N12081
AH13;;IO_L8P_T1L_N2_AD5P_64;;$4N12078
AH14;;IO_T2U_N12_45;;$2N14104
AH15;;VCCO_45-2;;P1V5
AH16;;IO_L14P_T2L_N2_GC_45;;DDR3_64_A14
AH17;;IO_L13N_T2L_N1_GC_QBC_45;;DDR3_64_A1
AH18;;IO_L13P_T2L_N0_GC_QBC_45;;$2N14107
AH19;;IO_L17N_T2U_N9_AD10N_45;;DDR3_64_A9
AH20;;GND-98;;GND
AH21;;IO_L4N_T0U_N7_DBC_AD7N_44;;DDR3_64_DQS0_N
AH22;;IO_L12P_T1U_N10_GC_44;;DDR3_64_DQ14
AH23;;IO_L12N_T1U_N11_GC_44;;DDR3_64_DQ12
AH24;;IO_L10P_T1U_N6_QBC_AD4P_44;;DDR3_64_DQS1_P
AH25;;VCCO_44-3;;P1V5
AH26;;IO_L1P_T0L_N0_DBC_46;;DDR3_64_DM4
AH27;;IO_L5P_T0U_N8_AD14P_46;;DDR3_64_DQ37
AH28;;IO_L5N_T0U_N9_AD14N_46;;DDR3_64_DQ32
AH29;;IO_T2U_N12_46;;$2N14147
AH30;;GND-99;;GND
AH31;;IO_L17P_T2U_N8_AD10P_46;;DDR3_64_DQ48
AH32;;IO_L17N_T2U_N9_AD10N_46;;DDR3_64_DQ49
AH33;;IO_L16P_T2U_N6_QBC_AD3P_46;;DDR3_64_DQS6_P
AH34;;IO_L18P_T2U_N10_AD2P_46;;DDR3_64_DQ54
AJ1;;GND-100;;GND
AJ2;;GND-101;;GND
AJ3;;MGTHRXN3_224;;RxFD_4_N
AJ4;;MGTHRXP3_224;;RxFD_4_P
AJ5;;GND-102;;GND
AJ6;;MGTAVCC_R-11;;MGTAVCC
AJ7;;GND-103;;GND
AJ8;;IO_L23N_T3U_N9_64;;SI5324_RST
AJ9;;IO_L23P_T3U_N8_64;;MMC_MOSI1
AJ10;;IO_T2U_N12_64;;SI5324_INT_ALM
AJ11;;IO_T1U_N12_64;;FPGA_RESETn
AJ12;;VCCO_64-3;;P3V3
AJ13;;IO_L8N_T1L_N3_AD5N_64;;$4N12075
AJ14;;IO_L16N_T2U_N7_QBC_AD3N_45;;DDR3_64_A12
AJ15;;IO_L16P_T2U_N6_QBC_AD3P_45;;DDR3_64_A3
AJ16;;IO_L14N_T2L_N3_GC_45;;$2N14105
AJ17;;GND-104;;GND
AJ18;;IO_L11P_T1U_N8_GC_45;;DDR3_64_ODT
AJ19;;IO_T1U_N12_45;;$2N14157
AJ20;;IO_L16P_T2U_N6_QBC_AD3P_44;;DDR3_64_DQS2_P
AJ21;;IO_L13P_T2L_N0_GC_QBC_44;;DDR3_64_DM2
AJ22;;VCCO_44-4;;P1V5
AJ23;;IO_L11P_T1U_N8_GC_44;;DDR3_64_DQ10
AJ24;;IO_L11N_T1U_N9_GC_44;;DDR3_64_DQ8
AJ25;;IO_L10N_T1U_N7_QBC_AD4N_44;;DDR3_64_DQS1_N
AJ26;;IO_L1N_T0L_N1_DBC_46;;$2N14155
AJ27;;GND-105;;GND
AJ28;;IO_L6P_T0U_N10_AD6P_46;;DDR3_64_DQ36
AJ29;;IO_L13P_T2L_N0_GC_QBC_46;;DDR3_64_DM6
AJ30;;IO_L15P_T2L_N4_AD11P_46;;DDR3_64_DQ53
AJ31;;IO_L15N_T2L_N5_AD11N_46;;DDR3_64_DQ52
AJ32;;VCCO_46-2;;P1V5
AJ33;;IO_L16N_T2U_N7_QBC_AD3N_46;;DDR3_64_DQS6_N
AJ34;;IO_L18N_T2U_N11_AD2N_46;;DDR3_64_DQ50
AK1;;MGTHRXN2_224;;RxFD_3_N
AK2;;MGTHRXP2_224;;RxFD_3_P
AK3;;GND-106;;GND
AK4;;GND-107;;GND
AK5;;MGTHTXN3_224;;$7N8061
AK6;;MGTHTXP3_224;;$7N8063
AK7;;GND-108;;GND
AK8;;IO_L24P_T3U_N10_64;;MMC_SCK1
AK9;;VCCO_64-6;;P3V3
AK10;;IO_L21P_T3L_N4_AD8P_64;;TxFEC_1_P
AK11;;IO_T0U_N12_64;;CLK_MUX_SEL
AK12;;IO_L5P_T0U_N8_AD14P_64;;$4N12072
AK13;;IO_L6P_T0U_N10_AD6P_64;;$4N12074
AK14;;GND-109;;GND
AK15;;IO_L9P_T1L_N4_AD12P_45;;DDR3_64_BA2
AK16;;IO_L12N_T1U_N11_GC_45;;SYSCLK_300_N
AK17;;IO_L12P_T1U_N10_GC_45;;SYSCLK_300_P
AK18;;IO_L11N_T1U_N9_GC_45;;DDR3_64_A6
AK19;;VCCO_45-7;;P1V5
AK20;;IO_L16N_T2U_N7_QBC_AD3N_44;;DDR3_64_DQS2_N
AK21;;IO_L13N_T2L_N1_GC_QBC_44;;HW_ID2
AK22;;IO_L14P_T2L_N2_GC_44;;DDR3_64_DQ20
AK23;;IO_L14N_T2L_N3_GC_44;;DDR3_64_DQ19
AK24;;GND-110;;GND
AK25;;IO_T2U_N12_44;;HW_ID1
AK26;;IO_L3P_T0L_N4_AD15P_46;;DDR3_64_DQ33
AK27;;IO_L3N_T0L_N5_AD15N_46;;DDR3_64_DQ38
AK28;;IO_L6N_T0U_N11_AD6N_46;;DDR3_64_DQ34
AK29;;VCCO_46-3;;P1V5
AK30;;IO_L13N_T2L_N1_GC_QBC_46;;$2N14149
AK31;;IO_L14P_T2L_N2_GC_46;;DDR3_64_DQ51
AK32;;IO_L14N_T2L_N3_GC_46;;DDR3_64_DQ55
AK33;;IO_T3U_N12_46;;$2N14136
AK34;;GND-111;;GND
AL1;;GND-112;;GND
AL2;;MGTAVTT_R-11;;MGTAVTT
AL3;;MGTHTXN2_224;;$7N8057
AL4;;MGTHTXP2_224;;$7N8059
AL5;;GND-113;;GND
AL6;;MGTAVCC_R-12;;MGTAVCC
AL7;;GND-114;;GND
AL8;;IO_L24N_T3U_N11_64;;MMC_SSEL1
AL9;;IO_L21N_T3L_N5_AD8N_64;;TxFEC_1_N
AL10;;IO_L19P_T3L_N0_DBC_AD9P_64;;TxFEC_2_P
AL11;;GND-115;;GND
AL12;;IO_L5N_T0U_N9_AD14N_64;;$4N12069
AL13;;IO_L6N_T0U_N11_AD6N_64;;$4N12071
AL14;;IO_L7P_T1L_N0_QBC_AD13P_45;;RxFE_C_8_P
AL15;;IO_L9N_T1L_N5_AD12N_45;;DDR3_64_BA1
AL16;;VCCO_45-5;;P1V5
AL17;;IO_L10N_T1U_N7_QBC_AD4N_45;;DDR3_64_A5
AL18;;IO_L10P_T1U_N6_QBC_AD4P_45;;DDR3_64_RST_N
AL19;;IO_L8P_T1L_N2_AD5P_45;;DDR3_64_CE0_N
AL20;;IO_L15P_T2L_N4_AD11P_44;;DDR3_64_DQ22
AL21;;GND-116;;GND
AL22;;IO_L17P_T2U_N8_AD10P_44;;DDR3_64_DQ16
AL23;;IO_L17N_T2U_N9_AD10N_44;;DDR3_64_DQ23
AL24;;IO_L18P_T2U_N10_AD2P_44;;DDR3_64_DQ21
AL25;;IO_L18N_T2U_N11_AD2N_44;;DDR3_64_DQ17
AL26;;VCCO_46-1;;P1V5
AL27;;IO_L4P_T0U_N6_DBC_AD7P_46;;DDR3_64_DQS4_P
AL28;;IO_L4N_T0U_N7_DBC_AD7N_46;;DDR3_64_DQS4_N
AL29;;IO_L11P_T1U_N8_GC_46;;DDR3_64_DQ44
AL30;;IO_L12P_T1U_N10_GC_46;;DDR3_64_DQ40
AL31;;GND-117;;GND
AL32;;IO_L19P_T3L_N0_DBC_AD9P_46;;DDR3_64_DM7
AL33;;IO_L19N_T3L_N1_DBC_AD9N_46;;$2N14145
AL34;;IO_L24P_T3U_N10_46;;DDR3_64_DQ62
AM1;;MGTHRXN1_224;;RxFD_2_N
AM2;;MGTHRXP1_224;;RxFD_2_P
AM3;;MGTAVTT_R-10;;MGTAVTT
AM4;;GND-118;;GND
AM5;;MGTHTXN1_224;;$7N8053
AM6;;MGTHTXP1_224;;$7N8055
AM7;;GND-119;;GND
AM8;;GND-120;;GND
AM9;;IO_T3U_N12_64;;MMC_MISO1
AM10;;IO_L19N_T3L_N1_DBC_AD9N_64;;TxFEC_2_N
AM11;;IO_L3P_T0L_N4_AD15P_64;;$4N12068
AM12;;IO_L4P_T0U_N6_DBC_AD7P_64;;$4N12070
AM13;;VCCO_64-2;;P3V3
AM14;;IO_L7N_T1L_N1_QBC_AD13N_45;;RxFE_C_8_N
AM15;;IO_L5N_T0U_N9_AD14N_45;;RxFE_C_9_N
AM16;;IO_L5P_T0U_N8_AD14P_45;;RxFE_C_9_P
AM17;;IO_L3P_T0L_N4_AD15P_45;;TxFE_C_3_P
AM18;;GND-121;;GND
AM19;;IO_L8N_T1L_N3_AD5N_45;;$2N14109
AM20;;IO_L15N_T2L_N5_AD11N_44;;DDR3_64_DQ18
AM21;;IO_L19P_T3L_N0_DBC_AD9P_44;;DDR3_64_DM3
AM22;;IO_L20P_T3L_N2_AD1P_44;;DDR3_64_DQ31
AM23;;VCCO_44-1;;P1V5
AM24;;IO_L21P_T3L_N4_AD8P_44;;DDR3_64_DQ24
AM25;;IO_T3U_N12_44;;HW_ID0
AM26;;IO_L2P_T0L_N2_46;;DDR3_64_DQ39
AM27;;IO_L2N_T0L_N3_46;;DDR3_64_DQ35
AM28;;GND-122;;GND
AM29;;IO_L11N_T1U_N9_GC_46;;DDR3_64_DQ46
AM30;;IO_L12N_T1U_N11_GC_46;;DDR3_64_DQ42
AM31;;IO_T1U_N12_46;;$2N14151
AM32;;IO_L23P_T3U_N8_46;;DDR3_64_DQ60
AM33;;VCCO_46-4;;P1V5
AM34;;IO_L24N_T3U_N11_46;;DDR3_64_DQ58
AN1;;GND-123;;GND
AN2;;GND-124;;GND
AN3;;MGTHTXN0_224;;$7N8049
AN4;;MGTHTXP0_224;;$7N8051
AN5;;GND-125;;GND
AN6;;MGTAVCC_R-13;;MGTAVCC
AN7;;GND-126;;GND
AN8;;IO_L22P_T3U_N6_DBC_AD0P_64;;RxFEC_1_P
AN9;;IO_L20P_T3L_N2_AD1P_64;;RxFEC_2_P
AN10;;VCCO_64-1;;P3V3
AN11;;IO_L3N_T0L_N5_AD15N_64;;$4N12065
AN12;;IO_L4N_T0U_N7_DBC_AD7N_64;;$4N12067
AN13;;IO_L2P_T0L_N2_64;;$4N12066
AN14;;IO_L1P_T0L_N0_DBC_45;;$2N14111
AN15;;GND-127;;GND
AN16;;IO_L3N_T0L_N5_AD15N_45;;TxFE_C_3_N
AN17;;IO_L4N_T0U_N7_DBC_AD7N_45;;TxFE_C_9_N
AN18;;IO_L4P_T0U_N6_DBC_AD7P_45;;TxFE_C_9_P
AN19;;IO_L2P_T0L_N2_45;;RxFE_C_3_P
AN20;;VCCO_44-5;;P1V5
AN21;;IO_L19N_T3L_N1_DBC_AD9N_44;;$2N14094
AN22;;IO_L20N_T3L_N3_AD1N_44;;DDR3_64_DQ29
AN23;;IO_L24P_T3U_N10_44;;DDR3_64_DQ25
AN24;;IO_L21N_T3L_N5_AD8N_44;;DDR3_64_DQ26
AN25;;GND-128;;GND
AN26;;IO_L7P_T1L_N0_QBC_AD13P_46;;DDR3_64_DM5
AN27;;IO_L9P_T1L_N4_AD12P_46;;DDR3_64_DQ47
AN28;;IO_L9N_T1L_N5_AD12N_46;;DDR3_64_DQ43
AN29;;IO_L10P_T1U_N6_QBC_AD4P_46;;DDR3_64_DQS5_P
AN30;;VCCO_46-6;;P1V5
AN31;;IO_L21P_T3L_N4_AD8P_46;;DDR3_64_DQ61
AN32;;IO_L23N_T3U_N9_46;;DDR3_64_DQ63
AN33;;IO_L20P_T3L_N2_AD1P_46;;DDR3_64_DQ56
AN34;;IO_L22P_T3U_N6_DBC_AD0P_46;;DDR3_64_DQS7_P
AP1;;MGTHRXN0_224;;RxFD_1_N
AP2;;MGTHRXP0_224;;RxFD_1_P
AP3;;GND-129;;GND
AP4;;GND-130;;GND
AP5;;MGTRREF_R;;$1N14254
AP6;;MGTAVTTRCAL_R;;MGTAVTT
AP7;;GND-131;;GND
AP8;;IO_L22N_T3U_N7_DBC_AD0N_64;;RxFEC_1_N
AP9;;IO_L20N_T3L_N3_AD1N_64;;RxFEC_2_N
AP10;;IO_L1N_T0L_N1_DBC_64;;$4N12061
AP11;;IO_L1P_T0L_N0_DBC_64;;$4N12062
AP12;;GND-132;;GND
